ID,Suburb,Address,Postcode,CouncilArea,Regionname,Price,SaleDate,Seller,Bedrooms,Bathrooms,CarSpaces,Landsize,Latitude,Longitude
990,South Morang,16/74 Thomas St,3752,Whittlesea,Northern Metropolitan,345000,15/07/2017,Harcourts,2,1,1,305,-37.6522,145.09261
991,Epping,13 Manley St,3076,Whittlesea,Northern Metropolitan,500000,29/07/2017,Darren,3,2,2,321,-37.63169,145.03135
992,South Morang,102 Vincent Dr,3752,Whittlesea,Northern Metropolitan,500000,22/07/2017,Harcourts,3,2,2,330,-37.64027,145.08745
993,Thomastown,2/4 Currajong St,3074,Whittlesea,Northern Metropolitan,460000,24/06/2017,Love,3,1,1,340,-37.67803,145.01769
994,Epping,2/4 Grimwade Ct,3076,Whittlesea,Northern Metropolitan,437000,1/07/2017,hockingstuart,2,1,2,351,-37.65099,145.04663
995,Lalor,1 Howell St,3075,Whittlesea,Northern Metropolitan,560000,24/06/2017,Harcourts,3,1,1,364,-37.67122,145.01487
996,Mill Park,2 Mimosa Rd,3082,Whittlesea,Northern Metropolitan,490000,29/07/2017,Stockdale,2,1,2,374,-37.6745,145.05491
997,Epping,8 Efficient St,3076,Whittlesea,Northern Metropolitan,490000,8/07/2017,Ristic,3,2,2,375,-37.62157,145.01049
998,Epping,40 Lyndarum Dr,3076,Whittlesea,Northern Metropolitan,630000,15/07/2017,Ray,3,2,2,388,-37.62864,145.02265
999,Mill Park,2/7 Bradley Dr,3082,Whittlesea,Northern Metropolitan,428000,24/06/2017,Ray,2,1,1,389,-37.65623,145.07431
1000,Epping,8 Shields St,3076,Whittlesea,Northern Metropolitan,560000,29/07/2017,HAR,3,2,1,390,-37.62882,145.00979
1001,Epping,6 Shields St,3076,Whittlesea,Northern Metropolitan,545000,22/07/2017,hockingstuart,3,1,2,400,-37.62894,145.00977
1002,Doreen,33 Starboard Dr,3754,Whittlesea,Northern Victoria,530500,1/07/2017,Buckingham,3,2,2,400,-37.61042,145.11932
1003,Wollert,60 Saltlake Bvd,3750,Whittlesea,Northern Metropolitan,525300,29/07/2017,Stockdale,3,2,2,400,-37.61387,145.0385
1004,Mernda,3 Flowerdale Ct,3754,Whittlesea,Northern Metropolitan,517000,17/06/2017,Harcourts,3,2,4,400,-37.60697,145.09208
1005,Epping,17 Brigantia St,3076,Whittlesea,Northern Metropolitan,550000,12/08/2017,Barry,4,2,2,400,-37.62114,144.99715
1006,Doreen,13 Sandover St,3754,Whittlesea,Northern Victoria,531000,29/07/2017,Barry,4,2,2,411,-37.6038,145.10958
1007,Wollert,20 Vanin St,3750,Whittlesea,Northern Metropolitan,525000,1/07/2017,Harcourts,4,2,2,415,-37.6161,145.03937
1008,Lalor,1/11 Maxwell St,3075,Whittlesea,Northern Metropolitan,511500,24/06/2017,Harcourts,2,1,2,416,-37.67096,145.02445
1009,Epping,10 Efficient St,3076,Whittlesea,Northern Metropolitan,568000,17/06/2017,Ray,3,2,2,420,-37.62145,145.01051
1010,Wollert,24 Edenvale Bvd,3750,Whittlesea,Northern Metropolitan,530000,15/07/2017,hockingstuart,4,2,2,448,-37.61944,145.01243
1011,Wollert,8 Yumbarra Pde,3750,Whittlesea,Northern Metropolitan,595000,27/05/2017,Iconek,4,2,2,448,-37.61337,145.03606
1012,South Morang,15 Domain Tce,3752,Whittlesea,Northern Metropolitan,601000,22/07/2017,Ray,3,2,2,454,-37.63556,145.06679
1013,Epping,52 Shields St,3076,Whittlesea,Northern Metropolitan,650000,3/06/2017,Harcourts,4,2,2,469,-37.6248,145.01032
1014,Mernda,4 Vasari Gdns,3754,Whittlesea,Northern Metropolitan,630000,12/08/2017,Love,4,2,2,475,-37.606,145.08785
1015,Mernda,6 Renaissance Bvd,3754,Whittlesea,Northern Metropolitan,520500,1/07/2017,RW,4,2,2,482,-37.60238,145.08695
1016,South Morang,18 Grange Dr,3752,Whittlesea,Northern Metropolitan,644000,3/06/2017,Harcourts,3,2,4,492,-37.64215,145.08584
1017,Lalor,92 Sarissa St,3075,Whittlesea,Northern Metropolitan,795000,15/07/2017,Harcourts,4,2,2,499,-37.66641,144.98781
1018,Epping,13 Anglers Dr,3076,Whittlesea,Northern Metropolitan,600000,22/07/2017,Stockdale,4,2,2,500,-37.62756,145.03364
1019,South Morang,15 Ferncroft Dr,3752,Whittlesea,Northern Metropolitan,600000,1/07/2017,Millership,4,2,2,505,-37.61957,145.0948
1020,Epping,59 Greenfields Dr,3076,Whittlesea,Northern Metropolitan,940000,1/07/2017,Iconek,4,3,2,508,-37.62693,145.01563
1021,Mernda,9 Powlett St,3754,Whittlesea,Northern Metropolitan,596000,17/06/2017,Buckingham,4,2,2,512,-37.61133,145.0945
1022,Mernda,26 Coppice St,3754,Whittlesea,Northern Metropolitan,670000,1/07/2017,Harcourts,4,2,2,512,-37.58676,145.08889
1023,Epping,8 Brownlow Cr,3076,Whittlesea,Northern Metropolitan,561000,12/08/2017,hockingstuart,3,1,0,518,-37.64887,145.04254
1024,Bundoora,16 Cranberry Pl,3083,Whittlesea,Northern Metropolitan,880000,27/05/2017,Ray,4,2,2,520,-37.68155,145.04945
1025,Epping,1 Centurion Ct,3076,Whittlesea,Northern Metropolitan,600000,15/07/2017,Love,3,1,2,524,-37.64273,145.03751
1026,Epping,5 Combe Ct,3076,Whittlesea,Northern Metropolitan,556000,12/08/2017,hockingstuart,3,1,1,525,-37.64421,145.03773
1027,Lalor,312 Edgars Rd,3075,Whittlesea,Northern Metropolitan,570000,12/08/2017,HAR,3,1,2,525,-37.6676,145.00445
1028,Thomastown,46 Lincoln Dr,3074,Whittlesea,Northern Metropolitan,580000,3/06/2017,Harcourts,3,1,2,525,-37.68484,145.0072
1029,Epping,18 Grimwade Ct,3076,Whittlesea,Northern Metropolitan,528000,27/05/2017,Ray,3,2,1,525,-37.6507,145.04681
1030,Thomastown,24 Banksia Av,3074,Whittlesea,Northern Metropolitan,651000,22/07/2017,Harcourts,3,1,2,526,-37.68164,144.99769
1031,Mill Park,6 Parklea Ct,3082,Whittlesea,Northern Metropolitan,556500,3/06/2017,LJ,3,1,2,526,-37.67561,145.05641
1032,Mill Park,38 Wenden Rd,3082,Whittlesea,Northern Metropolitan,635000,29/07/2017,RW,3,1,2,528,-37.66726,145.05819
1033,Mill Park,15 Heritage Dr,3082,Whittlesea,Northern Metropolitan,790000,8/07/2017,Ray,4,2,2,530,-37.65217,145.04863
1034,Mill Park,79 Freeman Cr,3082,Whittlesea,Northern Metropolitan,705000,8/07/2017,Love,3,2,2,531,-37.66462,145.05659
1035,Mill Park,49 Romano Av,3082,Whittlesea,Northern Metropolitan,550000,8/07/2017,Ray,4,2,1,531,-37.65121,145.05404
1036,Mill Park,53 Romano Av,3082,Whittlesea,Northern Metropolitan,598000,8/07/2017,Ray,5,3,1,531,-37.65116,145.05439
1037,Lalor,52 Monash St,3075,Whittlesea,Northern Metropolitan,580500,29/07/2017,Love,3,1,1,532,-37.66101,145.02568
1038,Lalor,61 McKimmies Rd,3075,Whittlesea,Northern Metropolitan,487000,27/05/2017,Love,3,1,1,533,-37.67605,145.03956
1039,Thomastown,18 Dakota Dr,3074,Whittlesea,Northern Metropolitan,605000,8/07/2017,Ray,3,1,2,533,-37.68579,144.98878
1040,Lalor,168 Darebin Dr,3075,Whittlesea,Northern Metropolitan,544000,29/07/2017,Langwell,3,1,2,534,-37.67024,145.03644
1041,Bundoora,74 Arthur St,3083,Whittlesea,Northern Metropolitan,796000,24/06/2017,Barry,3,2,2,534,-37.69852,145.04836
1042,Lalor,1 Kent Rd,3075,Whittlesea,Northern Metropolitan,600000,27/05/2017,Ray,3,2,2,534,-37.67323,145.03976
1043,Lalor,69 Monash St,3075,Whittlesea,Northern Metropolitan,560000,22/07/2017,Love,3,1,2,535,-37.6615,145.02761
1044,Thomastown,15 Charlton Pl,3074,Whittlesea,Northern Metropolitan,632500,24/06/2017,Harcourts,3,1,2,536,-37.67669,144.99197
1045,Lalor,226 Dalton Rd,3075,Whittlesea,Northern Metropolitan,635000,1/07/2017,Harcourts,3,1,4,536,-37.67125,145.03171
1046,Mill Park,7 Mew Ct,3082,Whittlesea,Northern Metropolitan,676000,8/07/2017,Harcourts,4,2,2,537,-37.65532,145.04131
1047,Thomastown,232 Main St,3074,Whittlesea,Northern Metropolitan,580000,8/07/2017,Harcourts,3,1,2,538,-37.67751,144.98663
1048,Bundoora,10 Merryn Cl,3083,Whittlesea,Northern Metropolitan,680000,17/06/2017,Ray,3,1,1,539,-37.68274,145.05832
1049,Thomastown,5 Natalie Ct,3074,Whittlesea,Northern Metropolitan,670000,12/08/2017,HAR,3,2,2,541,-37.67231,145.00556
1050,Bundoora,22 Ebony Dr,3083,Whittlesea,Northern Metropolitan,725000,12/08/2017,Barry,4,1,2,542,-37.68238,145.06432
1051,Thomastown,13 Kemp Av,3074,Whittlesea,Northern Metropolitan,610000,8/07/2017,Harcourts,3,1,2,544,-37.68336,145.0029
1052,Lalor,11 Benaroon Dr,3075,Whittlesea,Northern Metropolitan,750000,1/07/2017,Ray,4,2,4,544,-37.66747,144.98802
1053,Thomastown,20 Caroline St,3074,Whittlesea,Northern Metropolitan,705000,27/05/2017,Barry,3,1,2,545,-37.68035,145.00925
1054,Thomastown,167 Victoria Dr,3074,Whittlesea,Northern Metropolitan,740000,3/06/2017,Harcourts,3,2,2,545,-37.68403,144.99246
1055,South Morang,35 Cobblestone Dr,3752,Whittlesea,Northern Metropolitan,690000,8/07/2017,Harcourts,3,2,2,545,-37.64426,145.1
1056,Mill Park,11 Woolnough Dr,3082,Whittlesea,Northern Metropolitan,602000,8/07/2017,Ray,3,1,1,546,-37.65359,145.04276
1057,Epping,1 Saddlers Ct,3076,Whittlesea,Northern Metropolitan,565000,15/07/2017,Ray,4,2,2,548,-37.64386,145.04817
1058,Epping,99 Peppercorn Pde,3076,Whittlesea,Northern Metropolitan,552000,12/08/2017,Love,3,1,2,549,-37.64992,145.04257
1059,Doreen,2 Hughes Rd,3754,Whittlesea,Northern Victoria,500000,29/07/2017,LITTLE,4,2,2,550,-37.58279,145.12172
1060,Thomastown,160 Dalton Rd,3074,Whittlesea,Northern Metropolitan,550000,27/05/2017,Stockdale,3,1,2,551,-37.67646,145.03084
1061,Epping,12 Cabot Dr,3076,Whittlesea,Northern Metropolitan,500000,27/05/2017,Harcourts,3,2,2,553,-37.64463,145.04155
1062,Thomastown,18 Darebin Dr,3074,Whittlesea,Northern Metropolitan,651000,24/06/2017,Harcourts,3,1,2,555,-37.68211,145.03204
1063,Mill Park,14 Jasmine Dr,3082,Whittlesea,Northern Metropolitan,668000,29/07/2017,Ray,3,2,1,555,-37.6764,145.05085
1064,Bundoora,10 Dorothea Ct,3083,Whittlesea,Northern Metropolitan,685000,12/08/2017,Ray,3,1,2,557,-37.68811,145.05507
1065,Epping,62 Davisson St,3076,Whittlesea,Northern Metropolitan,660000,17/06/2017,Purplebricks,4,1,3,558,-37.64666,145.03062
1066,Epping,124 Northumberland Dr,3076,Whittlesea,Northern Metropolitan,598000,3/06/2017,Harcourts,4,2,3,558,-37.64262,145.0407
1067,Mill Park,18 Henricks Ct,3082,Whittlesea,Northern Metropolitan,610000,1/07/2017,Ray,3,1,1,560,-37.66903,145.05091
1068,Epping,19 Lotus Ct,3076,Whittlesea,Northern Metropolitan,658000,29/07/2017,hockingstuart,4,2,2,571,-37.63762,145.03539
1069,Mill Park,17 Winter Ct,3082,Whittlesea,Northern Metropolitan,725000,27/05/2017,Ray,5,2,2,574,-37.66936,145.05413
1070,Lalor,17 Menzies Pde,3075,Whittlesea,Northern Metropolitan,622000,8/07/2017,Ray,3,1,2,575,-37.67146,145.03232
1071,Lalor,6 Willard Ct,3075,Whittlesea,Northern Metropolitan,660000,15/07/2017,Harcourts,4,2,3,578,-37.66225,145.0116
1072,Thomastown,14 Marjory St,3074,Whittlesea,Northern Metropolitan,631000,22/07/2017,Harcourts,3,1,2,584,-37.6819,145.02294
1073,Thomastown,13 Tanjil Ct,3074,Whittlesea,Northern Metropolitan,590500,29/07/2017,HAR,3,1,1,585,-37.67681,145.00323
1074,Lalor,4 Casey Dr,3075,Whittlesea,Northern Metropolitan,521000,3/06/2017,Ray,3,1,2,589,-37.67056,145.03698
1075,Epping,27 Hammond Dr,3076,Whittlesea,Northern Metropolitan,490000,8/07/2017,Ristic,3,1,1,597,-37.64166,145.02885
1076,Mill Park,4 Streeton Cct,3082,Whittlesea,Northern Metropolitan,725000,22/07/2017,Ray,3,2,2,602,-37.66916,145.06912
1077,Lalor,18 Howell St,3075,Whittlesea,Northern Metropolitan,752000,8/07/2017,hockingstuart,3,1,2,604,-37.6708,145.01353
1078,Epping,6 Letchworth Pl,3076,Whittlesea,Northern Metropolitan,620000,3/06/2017,Harcourts,3,1,2,606,-37.64954,145.03648
1079,Epping,53 Hayston Bvd,3076,Whittlesea,Northern Metropolitan,465000,27/05/2017,Harcourts,3,2,1,606,-37.62858,145.03735
1080,South Morang,28 Rolain Av,3752,Whittlesea,Northern Metropolitan,677500,8/07/2017,Harcourts,4,2,2,609,-37.63454,145.06894
1081,Mill Park,15 Randell Ct,3082,Whittlesea,Northern Metropolitan,865000,17/06/2017,Ray,4,2,2,612,-37.65478,145.05199
1082,South Morang,28 Kestrel Rd,3752,Whittlesea,Northern Metropolitan,875000,8/07/2017,Iconek,4,2,2,613,-37.62648,145.07141
1083,Mill Park,14 Malua Cr,3082,Whittlesea,Northern Metropolitan,726000,15/07/2017,Love,3,2,2,615,-37.67519,145.06201
1084,South Morang,3 Robin Pl,3752,Whittlesea,Northern Metropolitan,612000,29/07/2017,Millership,4,2,2,617,-37.65621,145.0939
1085,Mill Park,15 Warburton Ct,3082,Whittlesea,Northern Metropolitan,592000,8/07/2017,Harcourts,3,1,1,622,-37.66294,145.06301
1086,South Morang,7 Alexis Cl,3752,Whittlesea,Northern Metropolitan,915000,3/06/2017,Harcourts,4,3,2,624,-37.63485,145.07272
1087,Lalor,105 William St,3075,Whittlesea,Northern Metropolitan,700000,29/07/2017,YPA,3,1,2,625,-37.67427,145.02961
1088,Lalor,60 Robert St,3075,Whittlesea,Northern Metropolitan,710000,29/07/2017,Love,4,1,1,627,-37.66781,145.00926
1089,Mill Park,10 Apsley Ct,3082,Whittlesea,Northern Metropolitan,625000,24/06/2017,Ray,4,2,2,628,-37.67647,145.06452
1090,Epping,4 Nuthall Wy,3076,Whittlesea,Northern Metropolitan,1012000,15/07/2017,Iconek,4,3,3,631,-37.6246,145.01686
1091,Thomastown,5 Pamela Ct,3074,Whittlesea,Northern Metropolitan,653000,3/06/2017,Harcourts,4,1,4,632,-37.68136,144.99479
1092,Epping,13 Orlit Ct,3076,Whittlesea,Northern Metropolitan,545000,27/05/2017,Barry,4,2,2,635,-37.64051,145.05743
1093,Epping,7 Cavalier Ct,3076,Whittlesea,Northern Metropolitan,573000,27/05/2017,Love,3,2,2,637,-37.64097,145.05757
1094,Bundoora,84 Linacre Dr,3083,Whittlesea,Northern Metropolitan,1300000,12/08/2017,Barry,4,2,2,637,-37.68646,145.08183
1095,Bundoora,12 Jones Ct,3083,Whittlesea,Northern Metropolitan,1405000,27/05/2017,Barry,3,2,2,639,-37.69353,145.06008
1096,South Morang,37 Grange Dr,3752,Whittlesea,Northern Metropolitan,810000,22/07/2017,RW,4,2,2,639,-37.63947,145.08562
1097,Lalor,13 Rosemary Dr,3075,Whittlesea,Northern Metropolitan,572000,27/05/2017,Love,3,1,2,640,-37.6591,145.00549
1098,Mill Park,31 Development Bvd,3082,Whittlesea,Northern Metropolitan,722500,24/06/2017,Ray,4,2,2,643,-37.65959,145.08302
1099,Mill Park,26 Coventry Cr,3082,Whittlesea,Northern Metropolitan,767500,8/07/2017,Ray,3,2,2,649,-37.67633,145.06922
1100,Mill Park,7 Eaglet Ct,3082,Whittlesea,Northern Metropolitan,720000,3/06/2017,Harcourts,4,2,3,649,-37.67681,145.06414
1101,Thomastown,52 The Boulevard,3074,Whittlesea,Northern Metropolitan,831000,24/06/2017,Barry,3,1,2,651,-37.67856,145.01728
1102,Lalor,34 Cyprus St,3075,Whittlesea,Northern Metropolitan,716000,17/06/2017,Harcourts,3,1,4,651,-37.67388,145.02069
1103,Thomastown,18 Plane St,3074,Whittlesea,Northern Metropolitan,630000,27/05/2017,YPA,3,1,3,654,-37.67652,145.02338
1104,Lalor,23 Cyprus St,3075,Whittlesea,Northern Metropolitan,710500,8/07/2017,Barry,3,2,1,655,-37.67414,145.0205
1105,Epping,23 Longwood Dr,3076,Whittlesea,Northern Metropolitan,680000,17/06/2017,Harcourts,4,2,2,656,-37.63878,145.05577
1106,Mill Park,15 Mockridge Dr,3082,Whittlesea,Northern Metropolitan,704500,8/07/2017,Ray,5,3,2,656,-37.6641,145.05123
1107,Mill Park,14 Medlar Ct,3082,Whittlesea,Northern Metropolitan,650000,29/07/2017,Ray,3,2,1,661,-37.66898,145.07209
1108,Mill Park,6 Whernside Ct,3082,Whittlesea,Northern Metropolitan,710000,15/07/2017,Ray,4,1,2,666,-37.67626,145.0659
1109,Lalor,59 David St,3075,Whittlesea,Northern Metropolitan,705500,24/06/2017,Harcourts,3,1,4,670,-37.67328,145.02918
1110,Mill Park,5 Peyton Dr,3082,Whittlesea,Northern Metropolitan,800000,29/07/2017,HAR,4,2,2,674,-37.65639,145.06518
1111,Lalor,11 Bruce St,3075,Whittlesea,Northern Metropolitan,638000,17/06/2017,Harcourts,3,1,2,679,-37.67304,145.03397
1112,Thomastown,37 Smith Av,3074,Whittlesea,Northern Metropolitan,715500,22/07/2017,Love,3,1,2,685,-37.68107,145.03393
1113,Thomastown,8 Barbara Ct,3074,Whittlesea,Northern Metropolitan,760000,12/08/2017,hockingstuart,4,1,2,695,-37.67877,145.03656
1114,Mill Park,117 Telopea Cr,3082,Whittlesea,Northern Metropolitan,955000,29/07/2017,HAR,5,2,5,698,-37.66683,145.07751
1115,Epping,11 Grimwade Ct,3076,Whittlesea,Northern Metropolitan,540000,3/06/2017,R&H,3,1,4,699,-37.65105,145.04613
1116,South Morang,22 Strathoon Cr,3752,Whittlesea,Northern Metropolitan,945000,22/07/2017,Harcourts,5,3,4,700,-37.62166,145.06747
1117,South Morang,141 Hawkstowe Pde,3752,Whittlesea,Northern Metropolitan,905000,3/06/2017,Ray,5,5,3,700,-37.6236,145.10629
1118,Epping,1 Simon Ct,3076,Whittlesea,Northern Metropolitan,660000,1/07/2017,hockingstuart,5,3,2,708,-37.63888,145.02813
1119,Thomastown,84 The Boulevard,3074,Whittlesea,Northern Metropolitan,740000,27/05/2017,Harcourts,3,1,2,727,-37.67873,145.01878
1120,Lalor,15 Dennis St,3075,Whittlesea,Northern Metropolitan,675000,1/07/2017,Harcourts,5,2,2,750,-37.67227,145.03595
1121,Bundoora,23 Wisteria Dr,3083,Whittlesea,Northern Metropolitan,1253000,12/08/2017,Ray,4,2,2,760,-37.67935,145.05728
1122,Lalor,78 French St,3075,Whittlesea,Northern Metropolitan,685000,24/06/2017,Love,2,1,2,766,-37.66986,145.02048
1123,Lalor,60 Dickens St,3075,Whittlesea,Northern Metropolitan,798000,22/07/2017,Harcourts,3,1,2,806,-37.66871,145.01
1124,South Morang,9 Ronald Av,3752,Whittlesea,Northern Metropolitan,690000,29/07/2017,HAR,3,2,4,806,-37.65498,145.08712
1125,Mill Park,4 Carlita Cl,3082,Whittlesea,Northern Metropolitan,732000,3/06/2017,Harcourts,4,2,1,808,-37.67348,145.06982
1126,Thomastown,11 Belah St,3074,Whittlesea,Northern Metropolitan,867000,29/07/2017,HAR,3,1,3,819,-37.67908,145.02095
1127,Mill Park,46 Buckmaster Dr,3082,Whittlesea,Northern Metropolitan,775500,15/07/2017,Harcourts,3,1,4,840,-37.66919,145.06799
1128,Mill Park,23 Galilee Cr,3082,Whittlesea,Northern Metropolitan,705000,8/07/2017,RW,3,2,2,840,-37.67391,145.0618
1129,Whittlesea,30 Sherwin St,3757,Whittlesea,Northern Victoria,601000,29/07/2017,Ray,3,2,1,972,-37.51232,145.13282
1130,Mill Park,6 Brigden Ct,3082,Whittlesea,Northern Metropolitan,663500,3/06/2017,Millership,3,2,1,991,-37.65887,145.06254
1131,Mernda,16 Melliodora Dr,3754,Whittlesea,Northern Metropolitan,780000,15/07/2017,hockingstuart,4,2,2,1037,-37.6017,145.09051
1132,Richmond,33a River St,3121,Yarra,Northern Metropolitan,1375000,6/08/2016,hockingstuart,4,2,2,58,-37.817,145.0135
1133,Fitzroy,116 Leicester St,3065,Yarra,Northern Metropolitan,800000,27/06/2016,Harrington,2,2,1,64,-37.7956,144.9804
1134,Fitzroy,11 Henry St,3065,Yarra,Northern Metropolitan,677000,27/11/2016,Chambers,2,1,0,67,-37.7969,144.9759
1135,Richmond,60 Somerset St,3121,Yarra,Northern Metropolitan,935000,3/12/2016,Biggin,2,1,1,67,-37.8159,145.0033
1136,Clifton Hill,18 Barries Pl,3068,Yarra,Northern Metropolitan,825000,24/09/2016,Jellis,3,3,1,67,-37.7946,144.9989
1137,Carlton North,1 Fletcher La,3054,Yarra,Northern Metropolitan,800000,10/12/2016,Nelson,2,1,1,73,-37.7852,144.9719
1138,Fitzroy North,3 Curtain Pl,3068,Yarra,Northern Metropolitan,1080000,19/11/2016,Jellis,3,2,1,77,-37.7923,144.9776
1139,Richmond,21 Gardner St,3121,Yarra,Northern Metropolitan,1152500,6/08/2016,Biggin,3,2,1,78,-37.8154,145.0061
1140,Richmond,47 Lord St,3121,Yarra,Northern Metropolitan,1220000,10/12/2016,Biggin,2,1,1,80,-37.8213,145.005
1141,Richmond,32 Jubilee Pl,3121,Yarra,Northern Metropolitan,1042500,4/03/2017,hockingstuart,2,1,1,80,-37.8126,145.004
1142,Collingwood,2/60 Budd St,3066,Yarra,Northern Metropolitan,887500,22/05/2016,Peter,3,2,1,81,-37.7961,144.9874
1143,Collingwood,1/60 Budd St,3066,Yarra,Northern Metropolitan,897500,14/05/2016,Jellis,3,2,1,82,-37.7961,144.9873
1144,Carlton North,75 Fenwick St,3054,Yarra,Northern Metropolitan,2050000,18/03/2017,Nelson,3,2,0,84,-37.7879,144.9736
1145,Fitzroy,199 Moor St,3065,Yarra,Northern Metropolitan,947500,7/11/2016,Nelson,1,1,0,87,-37.8019,144.9821
1146,Richmond,2/175 Kent St,3121,Yarra,Northern Metropolitan,855000,10/09/2016,Jellis,2,1,1,92,-37.815,145.008
1147,Carlton North,119 Curtain St,3054,Yarra,Northern Metropolitan,885000,18/03/2017,Nelson,1,1,0,93,-37.7888,144.9698
1148,Abbotsford,40 Federation La,3067,Yarra,Northern Metropolitan,850000,4/03/2017,Biggin,3,2,1,94,-37.7969,144.9969
1149,Richmond,6 Berry St,3121,Yarra,Northern Metropolitan,900000,10/12/2016,hockingstuart,2,1,0,95,-37.8193,144.9976
1150,Fitzroy,190 Gore St,3065,Yarra,Northern Metropolitan,1440000,17/09/2016,Nelson,2,1,0,95,-37.8032,144.9825
1151,Abbotsford,159 Park St,3067,Yarra,Northern Metropolitan,1135000,22/08/2016,Nelson,2,2,2,98,-37.8005,144.9952
1152,Fitzroy North,181 Rae St,3068,Yarra,Northern Metropolitan,937500,23/04/2016,Jellis,2,1,0,100,-37.788,144.9791
1153,Clifton Hill,2A Council St,3068,Yarra,Northern Metropolitan,880000,18/03/2017,Nelson,2,1,0,100,-37.7923,144.9858
1154,Carlton North,16 Fenwick St,3054,Yarra,Northern Metropolitan,910000,18/06/2016,Nelson,2,1,1,100,-37.7879,144.9759
1155,Clifton Hill,1 John St,3068,Yarra,Northern Metropolitan,730000,22/05/2016,Nelson,2,1,1,103,-37.7898,144.9957
1156,Fitzroy North,470 Brunswick St,3068,Yarra,Northern Metropolitan,860000,3/09/2016,Woodards,2,1,0,104,-37.7927,144.9796
1157,Fitzroy North,111 Best St,3068,Yarra,Northern Metropolitan,1275000,16/04/2016,Nelson,3,2,1,104,-37.7813,144.9834
1158,Fitzroy North,30 Eastham St,3068,Yarra,Northern Metropolitan,875000,18/06/2016,Jellis,2,1,0,106,-37.7823,144.9864
1159,Fitzroy,84 Kerr St,3065,Yarra,Northern Metropolitan,1122000,22/08/2016,Nelson,2,1,0,106,-37.7968,144.9781
1160,Fitzroy North,50 Freeman St,3068,Yarra,Northern Metropolitan,870000,3/09/2016,Nelson,2,1,0,107,-37.7898,144.9794
1161,Fitzroy North,5/35 Jamieson St,3068,Yarra,Northern Metropolitan,1015000,8/10/2016,Collins,3,2,1,112,-37.7912,144.9825
1162,Fitzroy,431 George St,3065,Yarra,Northern Metropolitan,1250000,17/09/2016,Nelson,3,1,1,113,-37.7966,144.9821
1163,Abbotsford,42 Henry St,3067,Yarra,Northern Metropolitan,1200000,16/07/2016,Jellis,3,2,1,113,-37.8056,144.993
1164,Richmond,45 Lord St,3121,Yarra,Northern Metropolitan,1130000,4/03/2017,Biggin,2,2,3,114,-37.8212,145.005
1165,Collingwood,69 Hotham St,3066,Yarra,Northern Metropolitan,750000,3/09/2016,Jellis,2,1,1,115,-37.7968,144.9891
1166,Richmond,7 Bank St,3121,Yarra,Northern Metropolitan,1600000,3/12/2016,hockingstuart,3,2,1,115,-37.8163,144.9984
1167,Carlton North,40 Ogrady St,3054,Yarra,Northern Metropolitan,1330000,15/10/2016,Nelson,2,1,0,116,-37.7904,144.9726
1168,Collingwood,18 Derby St,3066,Yarra,Northern Metropolitan,1260000,15/10/2016,Peter,2,1,2,116,-37.8067,144.984
1169,Collingwood,20 Emma St,3066,Yarra,Northern Metropolitan,1015000,8/10/2016,Nelson,2,1,0,117,-37.7948,144.9861
1170,Richmond,22 Garfield St,3121,Yarra,Northern Metropolitan,990000,10/12/2016,Biggin,2,1,1,117,-37.812,144.9939
1171,Collingwood,182 Keele St,3066,Yarra,Northern Metropolitan,670000,18/03/2017,Jellis,2,1,0,118,-37.7976,144.993
1172,Clifton Hill,3 Hodgkinson St,3068,Yarra,Northern Metropolitan,1360000,27/06/2016,Nelson,3,1,0,118,-37.7921,144.9858
1173,Fitzroy North,55 Seacombe St,3068,Yarra,Northern Metropolitan,1450000,28/08/2016,Nelson,3,2,1,118,-37.7839,144.9807
1174,Abbotsford,55a Park St,3067,Yarra,Northern Metropolitan,1600000,4/06/2016,Nelson,4,1,2,120,-37.8072,144.9941
1175,Richmond,50B Duke St,3121,Yarra,Northern Metropolitan,1250000,10/12/2016,Biggin,3,2,1,120,-37.8243,145.0034
1176,Abbotsford,45 Yarra St,3067,Yarra,Northern Metropolitan,1195000,27/11/2016,Jellis,3,2,1,120,-37.8022,144.9954
1177,Fitzroy North,24 Apperley St,3068,Yarra,Northern Metropolitan,1055000,10/12/2016,Harrington,2,1,0,122,-37.7818,144.9863
1178,Carlton North,112 Newry St,3054,Yarra,Northern Metropolitan,1425000,4/03/2017,Nelson,4,3,0,122,-37.7893,144.9696
1179,Abbotsford,52a William St,3067,Yarra,Northern Metropolitan,1100000,18/06/2016,Biggin,2,2,1,124,-37.8079,144.9977
1180,Clifton Hill,3/68 Noone St,3068,Yarra,Northern Metropolitan,930000,7/11/2016,Collins,3,2,1,124,-37.7934,144.9923
1181,Richmond,24 Butler St,3121,Yarra,Northern Metropolitan,937000,3/09/2016,Biggin,2,1,1,125,-37.8106,144.994
1182,Fitzroy North,717 Brunswick St,3068,Yarra,Northern Metropolitan,1300000,27/11/2016,Collins,3,2,0,127,-37.7851,144.9809
1183,Fitzroy North,44 Reid St,3068,Yarra,Northern Metropolitan,1700000,18/03/2017,Jellis,4,3,2,127,-37.7855,144.9789
1184,Fitzroy,111 Cecil St,3065,Yarra,Northern Metropolitan,1000000,3/09/2016,Nelson,2,1,0,128,-37.7941,144.9802
